,Album,Album_num,title,Track_num,Lyrics,Lyric_num
0,Run the Jewels,1,Run the Jewels,0,better wave byedebye to the high scrapes kids,39
0,Run the Jewels,1,Run the Jewels,0,get a tinfoil hat for the raining run,40
0,Run the Jewels,1,Run the Jewels,0,hot water from the roof to the basement,41
0,Run the Jewels,1,Run the Jewels,0,ima smoke til the planet erases,42
0,Run the Jewels,1,Run the Jewels,0,build a white flag out of zig zags wave it,43
0,Run the Jewels,1,Run the Jewels,0,often im smoking coughing,44
0,Run the Jewels,1,Run the Jewels,0,sip lean on a bean like boston,45
0,Run the Jewels,1,Run the Jewels,0,my young bitch here fine like pam grier,46
0,Run the Jewels,1,Run the Jewels,0,when she made that movie coffy,47
0,Run the Jewels,1,Run the Jewels,0,but when my wifes in town,48
0,Run the Jewels,1,Run the Jewels,0,ayy jackie brown just stay up off me,49
0,Run the Jewels,1,Run the Jewels,0,cause if they dont then somebody getting shot,50
0,Run the Jewels,1,Run the Jewels,0,and they gon buy a coffin,51
0,Run the Jewels,1,Run the Jewels,0,with the pull of a pin a grenade,52
0,Run the Jewels,1,Run the Jewels,0,get a crowd to they feet and a soul to its options,53
0,Run the Jewels,1,Run the Jewels,0,im a fool for the win i been made,54
0,Run the Jewels,1,Run the Jewels,0,to be loud while these other cats drowning in softness,55
0,Run the Jewels,1,Run the Jewels,0,in a urn or the dirt get tossed in,56
0,Run the Jewels,1,Run the Jewels,0,with a grin or a smirk get accosted,57
0,Run the Jewels,1,Run the Jewels,0,im a sin on the verse like a kid in a hearse,58
0,Run the Jewels,1,Run the Jewels,0,or a nun in a cumshotstop it,59
0,Run the Jewels,1,Run the Jewels,0,big beast in a cage with a heart full of rage,60
0,Run the Jewels,1,Run the Jewels,0,it seems i cant behave,61
0,Run the Jewels,1,Run the Jewels,0,you could try till you die oh well,62
0,Run the Jewels,1,Run the Jewels,0,you failed it seems the world cant be saved,63
0,Run the Jewels,1,Run the Jewels,0,these streets is full with the wolves,64
0,Run the Jewels,1,Run the Jewels,0,that starve for the week so they after the weak,65
0,Run the Jewels,1,Run the Jewels,0,in a land full of lambs i am,66
0,Run the Jewels,1,Run the Jewels,0,and ill be damned if i dont show my teeth,67
0,Run the Jewels,1,Run the Jewels,0,run the jewels jewels jewels jewels jewels jewels,68
0,Run the Jewels,1,Run the Jewels,0,run the jewels jewels jewels jewels jewels jewels,69
0,Run the Jewels,1,Run the Jewels,0,ay ay ay ay ay ay ay,70
0,Run the Jewels,1,Run the Jewels,0,ay ay ay ay ay ay ay,71
0,Run the Jewels,1,Run the Jewels,0,the goblins were awakened,72
1,Run the Jewels,1,Banana Clipper,1,i move with the elegance of an african elephant,1
1,Run the Jewels,1,Banana Clipper,1,i presented the evidence eloquent as the president,2
1,Run the Jewels,1,Banana Clipper,1,evident its with emphasis i deserve me a championship,3
1,Run the Jewels,1,Banana Clipper,1,but before i banana clip ima chill so my man can rip,4
1,Run the Jewels,1,Banana Clipper,1,little man against hellion with the heart of a orphan,5
1,Run the Jewels,1,Banana Clipper,1,i got the words of a murderer and a eye for distortion,6
1,Run the Jewels,1,Banana Clipper,1,you take a slice of my portion ill take a piece of your profit,7
1,Run the Jewels,1,Banana Clipper,1,i drive at illegal speeds and keep an oz in my pocket,8
1,Run the Jewels,1,Banana Clipper,1,we run the jewels in your town a quarter pound on my person,9
1,Run the Jewels,1,Banana Clipper,1,im known for pounding the stage im talking burning and cursing,10
1,Run the Jewels,1,Banana Clipper,1,producer gave me a beat said its the beat of the year,11
1,Run the Jewels,1,Banana Clipper,1,i said elp didnt do it so get the fuck outta here,12
1,Run the Jewels,1,Banana Clipper,1,you wanna hang bring your throat i got stools and a rope,13
1,Run the Jewels,1,Banana Clipper,1,im a slang pope haranguing the land with a mans flow,14
1,Run the Jewels,1,Banana Clipper,1,a new addition to the art of the old code,15
1,Run the Jewels,1,Banana Clipper,1,thats fully retarded and put a part in your bold dome ay el,16
1,Run the Jewels,1,Banana Clipper,1,ay we the villains we antagonist bad guys,17
1,Run the Jewels,1,Banana Clipper,1,mercy me merciless me putting pain in they sad eyes,18
1,Run the Jewels,1,Banana Clipper,1,its time for skywalker talkers meet the true darth vader,19
1,Run the Jewels,1,Banana Clipper,1,i hit your mom in 03 but a g aint ate her,20
1,Run the Jewels,1,Banana Clipper,1,so baby boy you should tighten up and show some respect,21
1,Run the Jewels,1,Banana Clipper,1,before i melvin on you jody put my arm on your neck,22
1,Run the Jewels,1,Banana Clipper,1,or worse yet be the reason your girl want a divorce,23
1,Run the Jewels,1,Banana Clipper,1,be at her crib with your kids saying fuck your fort lil nigga,24
1,Run the Jewels,1,Banana Clipper,1,the style is radiation leak at mile island,25
1,Run the Jewels,1,Banana Clipper,1,also known as chernobyl talk listen for the sirens,26
1,Run the Jewels,1,Banana Clipper,1,for the green im a hoarder youre the poor distorter sorta,27
1,Run the Jewels,1,Banana Clipper,1,morbid sonnin these fuckin whore dumb explorers were bored,28
1,Run the Jewels,1,Banana Clipper,1,nough of your bummy shit its numb to the core sure,29
1,Run the Jewels,1,Banana Clipper,1,you suck a good dick for the fame,30
1,Run the Jewels,1,Banana Clipper,1,and couldnt resist getting played,31
1,Run the Jewels,1,Banana Clipper,1,i fuck like im headed to war im really not playing no games,32
1,Run the Jewels,1,Banana Clipper,1,but tag me goddamn it ill kill the carrier mentions my name,33
1,Run the Jewels,1,Banana Clipper,1,hey im a soldier of fortune a mercenary on beat,34
1,Run the Jewels,1,Banana Clipper,1,im merciless ill torture emcees tie up both of they feet,35
1,Run the Jewels,1,Banana Clipper,1,if they refuse to run the jewels we beat the bottoms of feet,36
1,Run the Jewels,1,Banana Clipper,1,im talking grip pliers guys to the top of your teeth,37
1,Run the Jewels,1,Banana Clipper,1,hey me and jaime killed the competition top of the heap,38
1,Run the Jewels,1,Banana Clipper,1,is where we stayin when they corpses resting under our feet,39
1,Run the Jewels,1,Banana Clipper,1,i sent they mom a little cash and a sympathy letter,40
1,Run the Jewels,1,Banana Clipper,1,told her she raised a bunch o fuckboys next time do better bitch,41
1,Run the Jewels,1,Banana Clipper,1,we the old atlanta new atlanta future of the city,42
1,Run the Jewels,1,Banana Clipper,1,daddy fat saxx dont give a damn,43
1,Run the Jewels,1,Banana Clipper,1,cause cant nan new nigga get with me,44
1,Run the Jewels,1,Banana Clipper,1,now its true niggas are simply simpleminded simple simons,45
1,Run the Jewels,1,Banana Clipper,1,being dumbed down by the local radio stations by designin,46
1,Run the Jewels,1,Banana Clipper,1,but what i be rhyming no payola is required,47
1,Run the Jewels,1,Banana Clipper,1,my bank account obese as fuck while yours sits on a diet,48
1,Run the Jewels,1,Banana Clipper,1,nigga your lease is up youre fired quiet thats how the boss talk,49
1,Run the Jewels,1,Banana Clipper,1,retain ownership on everything every car bought,50
1,Run the Jewels,1,Banana Clipper,1,and paid for no neighbors cause im sitting on acres,51
1,Run the Jewels,1,Banana Clipper,1,went to vegas jumped the broom,52
1,Run the Jewels,1,Banana Clipper,1,cause i wasnt trippin on papers,53
1,Run the Jewels,1,Banana Clipper,1,or no prenuptual agreement for mama,54
1,Run the Jewels,1,Banana Clipper,1,if we broke up and she took half id still be sitting on commas,55
1,Run the Jewels,1,Banana Clipper,1,eight figures nigga,56
2,Run the Jewels,1,"36"" Chain",2,bitch we be that shit thats right,1
2,Run the Jewels,1,"36"" Chain",2,number two booboo straight caca yeah,2
2,Run the Jewels,1,"36"" Chain",2,i smoke ganja with a dreadlocked rasta,3
2,Run the Jewels,1,"36"" Chain",2,move like frank you will die like a hassa,4
2,Run the Jewels,1,"36"" Chain",2,move like jesus die like a martyr,5
2,Run the Jewels,1,"36"" Chain",2,hell of a choice when youre riding on the marta,6
2,Run the Jewels,1,"36"" Chain",2,trying to get some hoes in the hot car,7
2,Run the Jewels,1,"36"" Chain",2,how far is we away man not far,8
2,Run the Jewels,1,"36"" Chain",2,the greatness they claim not all,9
2,Run the Jewels,1,"36"" Chain",2,are not we are those juggernauts,10
2,Run the Jewels,1,"36"" Chain",2,me el we hail,11
2,Run the Jewels,1,"36"" Chain",2,like a young che guevara and fidel castro,12
2,Run the Jewels,1,"36"" Chain",2,cash flow car full of females,13
2,Run the Jewels,1,"36"" Chain",2,bad hoes we in the dr,14
2,Run the Jewels,1,"36"" Chain",2,any fuck rapper boy gettin out of line,15
2,Run the Jewels,1,"36"" Chain",2,i pray the preacher beat him to the goddamn er er er er,16
2,Run the Jewels,1,"36"" Chain",2,i spit them country rap tunes like heehaw,17
2,Run the Jewels,1,"36"" Chain",2,cocaine flow fish scale no rerock,18
2,Run the Jewels,1,"36"" Chain",2,take a snort for yourself shawty see,19
2,Run the Jewels,1,"36"" Chain",2,he raw sniff see he raw,20
2,Run the Jewels,1,"36"" Chain",2,thats you shawty go on snort your nose off,21
2,Run the Jewels,1,"36"" Chain",2,then put the news in the street tom brokaw,22
2,Run the Jewels,1,"36"" Chain",2,cause of you shawty met a bad snow bitch out of brooklyn,23
2,Run the Jewels,1,"36"" Chain",2,and that brooklyn bitch straight got broke off,24
2,Run the Jewels,1,"36"" Chain",2,yeah she called her homegirl from the bx,25
2,Run the Jewels,1,"36"" Chain",2,freaky lil rican brought x and we sexed,26
2,Run the Jewels,1,"36"" Chain",2,couple months later brought em down to atlanta,27
2,Run the Jewels,1,"36"" Chain",2,and let em style on the bamas thats right yeah we flex,28
2,Run the Jewels,1,"36"" Chain",2,heard she got a baby daddy and a nigga acting aggy,29
2,Run the Jewels,1,"36"" Chain",2,runnin round talkin bout yeah he plexed,30
2,Run the Jewels,1,"36"" Chain",2,nigga better pray for a ho like he tebow though,31
2,Run the Jewels,1,"36"" Chain",2,cause right now he stay losin like the jets,32
2,Run the Jewels,1,"36"" Chain",2,and i walk around like i got a 36 chain,33
2,Run the Jewels,1,"36"" Chain",2,and i walk around like i got a 36 chain,34
2,Run the Jewels,1,"36"" Chain",2,bitch we be that shit thats right,35
2,Run the Jewels,1,"36"" Chain",2,light a flare put your thumbs in the air high five,36
2,Run the Jewels,1,"36"" Chain",2,i came for the stash box gimme that,37
2,Run the Jewels,1,"36"" Chain",2,i been waitin for this all my life,38
2,Run the Jewels,1,"36"" Chain",2,3 am and im still not right,39
2,Run the Jewels,1,"36"" Chain",2,still awake still away from fading,40
2,Run the Jewels,1,"36"" Chain",2,crazy psilocybin why the ride so hazy,41
2,Run the Jewels,1,"36"" Chain",2,dribble this spit till the street gets wavy,42
2,Run the Jewels,1,"36"" Chain",2,the bliss and pure shit magician get to skipping,43
2,Run the Jewels,1,"36"" Chain",2,not too tall dark and handsome man,44
2,Run the Jewels,1,"36"" Chain",2,but i talk dark for ransoms man,45
2,Run the Jewels,1,"36"" Chain",2,spend grands of those zombies folded origami,46
2,Run the Jewels,1,"36"" Chain",2,yes i bag the clams,47
2,Run the Jewels,1,"36"" Chain",2,anyone object to the styles get a smile and a backwards hand,48
2,Run the Jewels,1,"36"" Chain",2,backwards hand backwards,49
2,Run the Jewels,1,"36"" Chain",2,peep that venomous face in the place of an angel,50
2,Run the Jewels,1,"36"" Chain",2,bringing that buckshot back to the table,51
2,Run the Jewels,1,"36"" Chain",2,been a veteran earthbound hellion,52
2,Run the Jewels,1,"36"" Chain",2,try to say grace get a face full of staples,53
2,Run the Jewels,1,"36"" Chain",2,woke up and the city air smelled like maple,54
2,Run the Jewels,1,"36"" Chain",2,if you come straight from new york you relate,55
2,Run the Jewels,1,"36"" Chain",2,if you come straight from another place stay tuned,56
2,Run the Jewels,1,"36"" Chain",2,me and mike got the whole map held safe,57
2,Run the Jewels,1,"36"" Chain",2,be it nyc or the atl,58
2,Run the Jewels,1,"36"" Chain",2,from the ceilings of heaven to the gates of hell,59
2,Run the Jewels,1,"36"" Chain",2,we murder death killed every stage we step,60
2,Run the Jewels,1,"36"" Chain",2,homicide times two better warn yourself el,61
2,Run the Jewels,1,"36"" Chain",2,anybody looking for some trouble better selfmed,62
2,Run the Jewels,1,"36"" Chain",2,we could double dutch in a minefield hell gets,63
2,Run the Jewels,1,"36"" Chain",2,just the right temperature breakbeat minister,64
2,Run the Jewels,1,"36"" Chain",2,riverdance cleats on your face for the finisher,65
2,Run the Jewels,1,"36"" Chain",2,great,66
3,Run the Jewels,1,DDFH,3,cops in the ghetto they move like the gestapo,1
3,Run the Jewels,1,DDFH,3,drunk off their power and greed they often hostile,2
3,Run the Jewels,1,DDFH,3,my little homie talked shit back and they beat him bad,3
3,Run the Jewels,1,DDFH,3,that boy in the hospital now hes lookin bad,4
3,Run the Jewels,1,DDFH,3,and im with his mom and dad we lookin sad,5
3,Run the Jewels,1,DDFH,3,my own mama called me said baby im just glad,6
3,Run the Jewels,1,DDFH,3,they aint put they hands on my child and kill his ass,7
3,Run the Jewels,1,DDFH,3,please dont rap about that shit fore they murder your black ass,8
3,Run the Jewels,1,DDFH,3,its drones over brooklyn you blink you could get tooken,9
3,Run the Jewels,1,DDFH,3,and now youre understanding the definition of crooklyn,10
3,Run the Jewels,1,DDFH,3,pigs on parade but bacon fryin and cookin,11
3,Run the Jewels,1,DDFH,3,cause kids tired of dying and walkin round like they shooken,12
3,Run the Jewels,1,DDFH,3,cause we smoke sour to deal with the paranoia,13
3,Run the Jewels,1,DDFH,3,that they charge by the hour cant hire the jewish lawyer,14
3,Run the Jewels,1,DDFH,3,cause if you aint jigga or puff you doing time,15
3,Run the Jewels,1,DDFH,3,and even then you might get ten word to shyne,16
3,Run the Jewels,1,DDFH,3,hey hey hey hey hey hey,17
3,Run the Jewels,1,DDFH,3,do dope fuck hope,18
3,Run the Jewels,1,DDFH,3,hey hey hey hey hey hey  hey hey,19
3,Run the Jewels,1,DDFH,3,do dope fuck hope,20
3,Run the Jewels,1,DDFH,3,you dont wanna look into my big crystal balls suck the future,21
3,Run the Jewels,1,DDFH,3,well moonwalk through flames with a brain on stupid,22
3,Run the Jewels,1,DDFH,3,camouflage toughiesll touch your tufts roughly,23
3,Run the Jewels,1,DDFH,3,fluff your flat permanent lump you up ruthless,24
3,Run the Jewels,1,DDFH,3,then laugh while youre humming the tune of bruised movements,25
3,Run the Jewels,1,DDFH,3,that took a few too many tabs to prove lucid,26
3,Run the Jewels,1,DDFH,3,everything compute nah the truth is too tangled,27
3,Run the Jewels,1,DDFH,3,and even a satellite sees at one angle,28
3,Run the Jewels,1,DDFH,3,burners radiate smoke til alls motionless,29
3,Run the Jewels,1,DDFH,3,hope nah ha ha slow down with the jokin shit,30
3,Run the Jewels,1,DDFH,3,so inappropriate right behind your ears is a what,31
3,Run the Jewels,1,DDFH,3,look tadah the sound of your hopelessness,32
3,Run the Jewels,1,DDFH,3,i can feel it too from the ground rising up in us,33
3,Run the Jewels,1,DDFH,3,right above the clouds theres a shroud there to smother us,34
3,Run the Jewels,1,DDFH,3,make a sane man walk around with a blunderbuss,35
3,Run the Jewels,1,DDFH,3,peal another round make a sound that is thunderous,36
3,Run the Jewels,1,DDFH,3,hey hey hey hey hey hey,37
3,Run the Jewels,1,DDFH,3,do dope fuck hope,38
3,Run the Jewels,1,DDFH,3,hey hey hey hey hey hey  hey hey,39
3,Run the Jewels,1,DDFH,3,do dope fuck hope,40
3,Run the Jewels,1,DDFH,3,hey hey hey hey hey hey,41
3,Run the Jewels,1,DDFH,3,do dope fuck hope,42
3,Run the Jewels,1,DDFH,3,hey hey hey hey hey hey  hey hey,43
3,Run the Jewels,1,DDFH,3,do dope fuck hope,44
3,Run the Jewels,1,DDFH,3,hey,45
3,Run the Jewels,1,DDFH,3,hey,46
4,Run the Jewels,1,Sea Legs,4,really fell out the lane with this shit,1
4,Run the Jewels,1,Sea Legs,4,man print this shit im a misfit,2
4,Run the Jewels,1,Sea Legs,4,got a style from the guts of the most irrational beast in the district,3
4,Run the Jewels,1,Sea Legs,4,born to the nextgen system,4
4,Run the Jewels,1,Sea Legs,4,slow water drip to the temple to live in a prison,5
4,Run the Jewels,1,Sea Legs,4,when the walls dont appear to your vision,6
4,Run the Jewels,1,Sea Legs,4,one floor down from that malls that prison,7
4,Run the Jewels,1,Sea Legs,4,where shower stallsll get all yall missin,8
4,Run the Jewels,1,Sea Legs,4,pardon me i got halfwit vision,9
4,Run the Jewels,1,Sea Legs,4,but fuck i know i just crawled here capn,10
4,Run the Jewels,1,Sea Legs,4,pass me the baton the rest o yall batten the hatches,11
4,Run the Jewels,1,Sea Legs,4,in fact better scram im a bastard,12
4,Run the Jewels,1,Sea Legs,4,on the lam in a hatchback blasting some rap shit,13
4,Run the Jewels,1,Sea Legs,4,trying not to slam into traffic,14
4,Run the Jewels,1,Sea Legs,4,with my feet on the wheel and my hands,15
4,Run the Jewels,1,Sea Legs,4,through the moon roof laughing lets crash this,16
4,Run the Jewels,1,Sea Legs,4,see the truth from the womb is a foolproof plan,17
4,Run the Jewels,1,Sea Legs,4,to be doomed while the damned do they dances,18
4,Run the Jewels,1,Sea Legs,4,so i move through the room like an animal fooling a master,19
4,Run the Jewels,1,Sea Legs,4,but i dont got love for the hand with the food,20
4,Run the Jewels,1,Sea Legs,4,matter fact i am drooling at that shit,21
4,Run the Jewels,1,Sea Legs,4,i dont only bite but im rabid,22
4,Run the Jewels,1,Sea Legs,4,try to pet my fucking head again,23
4,Run the Jewels,1,Sea Legs,4,and imma put a tooth through the flesh,24
4,Run the Jewels,1,Sea Legs,4,of the palm that you jack with,25
4,Run the Jewels,1,Sea Legs,4,this city just screams black magic,26
4,Run the Jewels,1,Sea Legs,4,and the threat to my heart got traction,27
4,Run the Jewels,1,Sea Legs,4,maybe shouldve never started this path,28
4,Run the Jewels,1,Sea Legs,4,every time i get a chance to advance its backwards,29
4,Run the Jewels,1,Sea Legs,4,no thanks to my very own actions,30
4,Run the Jewels,1,Sea Legs,4,get a couple good drinks in the kid,31
4,Run the Jewels,1,Sea Legs,4,i can flip on a friend take a drug fuck a chick that i shouldnt,32
4,Run the Jewels,1,Sea Legs,4,oh god i am one of those mad men,33
4,Run the Jewels,1,Sea Legs,4,trying not to walk crooked while this anchors dropped,34
4,Run the Jewels,1,Sea Legs,4,but i been out on them choppy waves and its hard to say,35
4,Run the Jewels,1,Sea Legs,4,where this land begins and that water stops,36
4,Run the Jewels,1,Sea Legs,4,i got sea legs,37
4,Run the Jewels,1,Sea Legs,4,i got sea legs,38
4,Run the Jewels,1,Sea Legs,4,i got sea legs,39
4,Run the Jewels,1,Sea Legs,4,real shit i came for the jewels,40
4,Run the Jewels,1,Sea Legs,4,im the killer of kings and fools,41
4,Run the Jewels,1,Sea Legs,4,im the reason the season for treason starts this evening,42
4,Run the Jewels,1,Sea Legs,4,and this evening the odds aint even,43
4,Run the Jewels,1,Sea Legs,4,people praying to the gods but the gods aint even listening,44
4,Run the Jewels,1,Sea Legs,4,dont matter if youre muslim hebrew christian,45
4,Run the Jewels,1,Sea Legs,4,when death runs in the distance,46
4,Run the Jewels,1,Sea Legs,4,there will be no mercy mes,47
4,Run the Jewels,1,Sea Legs,4,there will be no reprieve for the thieves,48
4,Run the Jewels,1,Sea Legs,4,there will be no respect for the thrones,49
4,Run the Jewels,1,Sea Legs,4,no master mastered these bones,50
4,Run the Jewels,1,Sea Legs,4,your idols all are my rivals i rival all of your idols,51
4,Run the Jewels,1,Sea Legs,4,i stand on towers like eiffel i rifle down all your idols,52
4,Run the Jewels,1,Sea Legs,4,niggas will perish in paris niggas is nothing but parrots,53
4,Run the Jewels,1,Sea Legs,4,i write for the writers that write for the liars,54
4,Run the Jewels,1,Sea Legs,4,that impress you and your parents,55
4,Run the Jewels,1,Sea Legs,4,is this real or another dimension,56
4,Run the Jewels,1,Sea Legs,4,am i trippin here in the kitchen,57
4,Run the Jewels,1,Sea Legs,4,am i a victim of my convictions,58
4,Run the Jewels,1,Sea Legs,4,i feel my sanity slippin,59
4,Run the Jewels,1,Sea Legs,4,and i think i like the freedom,60
4,Run the Jewels,1,Sea Legs,4,cannibal animal rappers i eat em,61
4,Run the Jewels,1,Sea Legs,4,even in dubai i smoke like its legal,62
4,Run the Jewels,1,Sea Legs,4,bitch so exotic she rode on a zebra,63
4,Run the Jewels,1,Sea Legs,4,made in america home of the eagle,64
4,Run the Jewels,1,Sea Legs,4,home of the anger home of the evil,65
4,Run the Jewels,1,Sea Legs,4,do what i do for the good of my people,66
4,Run the Jewels,1,Sea Legs,4,holding my lane smoke jane in a regal,67
4,Run the Jewels,1,Sea Legs,4,trying not to walk crooked while this anchors dropped,68
4,Run the Jewels,1,Sea Legs,4,but i been out on them choppy waves and its hard to say,69
4,Run the Jewels,1,Sea Legs,4,where this land begins and that water stops,70
4,Run the Jewels,1,Sea Legs,4,i got sea legs,71
4,Run the Jewels,1,Sea Legs,4,i got sea legs,72
4,Run the Jewels,1,Sea Legs,4,i got sea legs,73
4,Run the Jewels,1,Sea Legs,4,trying not to walk crooked while this anchors dropped,74
4,Run the Jewels,1,Sea Legs,4,but i been out on them choppy waves and its hard to say,75
4,Run the Jewels,1,Sea Legs,4,where this land begins and that water stops,76
4,Run the Jewels,1,Sea Legs,4,i got sea legs,77
4,Run the Jewels,1,Sea Legs,4,i got sea legs,78
4,Run the Jewels,1,Sea Legs,4,i got sea legs,79
5,Run the Jewels,1,Job Well Done,5,killer mike and elp fuck boys know the combination aint healthy,1
5,Run the Jewels,1,Job Well Done,5,tell me if you smell the marijuana hanging off my breath,2
5,Run the Jewels,1,Job Well Done,5,blowing smoke and im coughing like im damn near death,3
5,Run the Jewels,1,Job Well Done,5,if i died right now i would be so fresh to death,4
5,Run the Jewels,1,Job Well Done,5,they would have to say that fat motherfucker coffin fresh,5
5,Run the Jewels,1,Job Well Done,5,god damn fat bastard where that motherfuckers casket,6
5,Run the Jewels,1,Job Well Done,5,but naw baby you gon get this here vertical,7
5,Run the Jewels,1,Job Well Done,5,every word murderful surgical painful purposeful,8
5,Run the Jewels,1,Job Well Done,5,and im taking left off your fuck list personal,9
5,Run the Jewels,1,Job Well Done,5,woo they done let that fuckin mike out,10
5,Run the Jewels,1,Job Well Done,5,its like tyson in the 80s,11
5,Run the Jewels,1,Job Well Done,5,nigga snap and punch your lights out yeah,12
5,Run the Jewels,1,Job Well Done,5,its like tyson in the 90s if im losing take a bite out,13
5,Run the Jewels,1,Job Well Done,5,im so motherfuckin grimy so motherfuckin greedy gritty,14
5,Run the Jewels,1,Job Well Done,5,mama said she couldnt breastfeed cause i was bitin at the titty,15
5,Run the Jewels,1,Job Well Done,5,beast,16
5,Run the Jewels,1,Job Well Done,5,so i think weve burned our bridges but its difficult to tell,17
5,Run the Jewels,1,Job Well Done,5,ive been walking through the ashes saying didnt we do well,18
5,Run the Jewels,1,Job Well Done,5,so i think well have to pay for this but im not afraid of hell,19
5,Run the Jewels,1,Job Well Done,5,ive been walking through the ashes saying didnt we do well,20
5,Run the Jewels,1,Job Well Done,5,yo killer mike and elp fuck boys think about it,21
5,Run the Jewels,1,Job Well Done,5,fuck you gonna sell me you dont know a thing about us,22
5,Run the Jewels,1,Job Well Done,5,women dosed with ayahuasca drum circle and sing about us,23
5,Run the Jewels,1,Job Well Done,5,dolphins prone to rapell hear the tape and stop to think about it,24
5,Run the Jewels,1,Job Well Done,5,monks will immolate themselves until the record hits the shelves,25
5,Run the Jewels,1,Job Well Done,5,yetis walk right out the woods to cop it without thinkin bout it,26
5,Run the Jewels,1,Job Well Done,5,workers at the sweatshop kill they boss to how the vets drop,27
5,Run the Jewels,1,Job Well Done,5,worker ants surround their queen and chew the bitchs head off,28
5,Run the Jewels,1,Job Well Done,5,drug dogs bark at the tour bus when it park,29
5,Run the Jewels,1,Job Well Done,5,priests take the cock out of their mouths,30
5,Run the Jewels,1,Job Well Done,5,to hum along when the chorus drop,31
5,Run the Jewels,1,Job Well Done,5,at the least we are the most beef and broc on your fuckin block,32
5,Run the Jewels,1,Job Well Done,5,the bass make a whale off of the coast scream yall gotta stop,33
5,Run the Jewels,1,Job Well Done,5,used to be the new kid til i grew into that new shit,34
5,Run the Jewels,1,Job Well Done,5,emperors that hear the tunes admit that they are nudists,35
5,Run the Jewels,1,Job Well Done,5,move we coming through and we are ruthless,36
5,Run the Jewels,1,Job Well Done,5,mama said i wouldnt leave the womb,37
5,Run the Jewels,1,Job Well Done,5,without a yankee and some new kicks,38
5,Run the Jewels,1,Job Well Done,5,so i think weve burned our bridges but its difficult to tell,39
5,Run the Jewels,1,Job Well Done,5,ive been walking through the ashes saying didnt we do well,40
5,Run the Jewels,1,Job Well Done,5,so i think well have to pay for this but im not afraid of hell,41
5,Run the Jewels,1,Job Well Done,5,ive been walking through the ashes saying didnt we do well,42
5,Run the Jewels,1,Job Well Done,5,real bad guy shit,43
5,Run the Jewels,1,Job Well Done,5,run the jewels,44
6,Run the Jewels,1,No Come Down,6,you know i get loose im a screw turned pro status,1
6,Run the Jewels,1,No Come Down,6,never did shit but inflict this damage,2
6,Run the Jewels,1,No Come Down,6,never met a word that i wouldnt like a weapon just brandish,3
