Album_num,Track_num,Lyric_num,Token_num,Album,Title,Lyrics,POS_Tagged,POS,Token,term_id,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,polarity,html
1,0,2,5,Run the Jewels,Run the Jewels,ay ay ay ay ay ay ay,"[('ay', 'NN')]",NN,ay,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ay</span>
1,0,2,6,Run the Jewels,Run the Jewels,ay ay ay ay ay ay ay,"[('ay', 'NN')]",NN,ay,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ay</span>
1,0,3,0,Run the Jewels,Run the Jewels,oh dear what the fuck have we here,"[('oh', 'NN')]",NN,oh,2890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>oh</span>
1,0,3,1,Run the Jewels,Run the Jewels,oh dear what the fuck have we here,"[('dear', 'NN')]",NN,dear,1063,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>dear</span>
1,0,3,2,Run the Jewels,Run the Jewels,oh dear what the fuck have we here,"[('what', 'WP')]",WP,what,4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>what</span>
1,0,3,3,Run the Jewels,Run the Jewels,oh dear what the fuck have we here,"[('the', 'DT')]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
1,0,3,4,Run the Jewels,Run the Jewels,oh dear what the fuck have we here,"[('fuck', 'NN')]",NN,fuck,1665,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>fuck</span>
1,0,3,5,Run the Jewels,Run the Jewels,oh dear what the fuck have we here,"[('have', 'VB')]",VB,have,1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>have</span>
1,0,3,6,Run the Jewels,Run the Jewels,oh dear what the fuck have we here,"[('we', 'PRP')]",PRP,we,4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>we</span>
1,0,3,7,Run the Jewels,Run the Jewels,oh dear what the fuck have we here,"[('here', 'RB')]",RB,here,1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>here</span>
1,0,4,0,Run the Jewels,Run the Jewels,these motherfuckers all thorn no rose,"[('these', 'DT')]",DT,these,4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>these</span>
1,0,4,1,Run the Jewels,Run the Jewels,these motherfuckers all thorn no rose,"[('motherfuckers', 'NNS')]",NNS,motherfuckers,2719,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>motherfuckers</span>
1,0,4,2,Run the Jewels,Run the Jewels,these motherfuckers all thorn no rose,"[('all', 'DT')]",DT,all,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>all</span>
1,0,4,3,Run the Jewels,Run the Jewels,these motherfuckers all thorn no rose,"[('thorn', 'NN')]",NN,thorn,4310,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>thorn</span>
1,0,4,4,Run the Jewels,Run the Jewels,these motherfuckers all thorn no rose,"[('no', 'DT')]",DT,no,2831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>no</span>
1,0,4,5,Run the Jewels,Run the Jewels,these motherfuckers all thorn no rose,"[('rose', 'VBD')]",VBD,rose,3561,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>rose</span>
1,0,5,0,Run the Jewels,Run the Jewels,egads what a bad dream better not sleep,"[('egads', 'NNS')]",NNS,egads,1341,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>egads</span>
1,0,5,1,Run the Jewels,Run the Jewels,egads what a bad dream better not sleep,"[('what', 'WP')]",WP,what,4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>what</span>
1,0,5,2,Run the Jewels,Run the Jewels,egads what a bad dream better not sleep,"[('a', 'DT')]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
1,0,5,3,Run the Jewels,Run the Jewels,egads what a bad dream better not sleep,"[('bad', 'JJ')]",JJ,bad,264,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,<span class='sent-1'>bad</span>
1,0,5,4,Run the Jewels,Run the Jewels,egads what a bad dream better not sleep,"[('dream', 'NN')]",NN,dream,1259,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>dream</span>
1,0,5,5,Run the Jewels,Run the Jewels,egads what a bad dream better not sleep,"[('better', 'RBR')]",RBR,better,369,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>better</span>
1,0,5,6,Run the Jewels,Run the Jewels,egads what a bad dream better not sleep,"[('not', 'RB')]",RB,not,2845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>not</span>
1,0,5,7,Run the Jewels,Run the Jewels,egads what a bad dream better not sleep,"[('sleep', 'NN')]",NN,sleep,3871,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>sleep</span>
1,0,6,0,Run the Jewels,Run the Jewels,take a nodoz do some blow,"[('take', 'VB')]",VB,take,4193,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>take</span>
1,0,6,1,Run the Jewels,Run the Jewels,take a nodoz do some blow,"[('a', 'DT')]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
1,0,6,2,Run the Jewels,Run the Jewels,take a nodoz do some blow,"[('nodoz', 'NN')]",NN,nodoz,2834,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>nodoz</span>
1,0,6,3,Run the Jewels,Run the Jewels,take a nodoz do some blow,"[('do', 'VB')]",VB,do,1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>do</span>
1,0,6,4,Run the Jewels,Run the Jewels,take a nodoz do some blow,"[('some', 'DT')]",DT,some,3947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>some</span>
1,0,6,5,Run the Jewels,Run the Jewels,take a nodoz do some blow,"[('blow', 'NN')]",NN,blow,422,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>blow</span>
1,0,7,0,Run the Jewels,Run the Jewels,oh shit what the hell have we done,"[('oh', 'NN')]",NN,oh,2890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>oh</span>
1,0,7,1,Run the Jewels,Run the Jewels,oh shit what the hell have we done,"[('shit', 'NN')]",NN,shit,3762,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,<span class='sent-1'>shit</span>
1,0,7,2,Run the Jewels,Run the Jewels,oh shit what the hell have we done,"[('what', 'WP')]",WP,what,4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>what</span>
1,0,7,3,Run the Jewels,Run the Jewels,oh shit what the hell have we done,"[('the', 'DT')]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
1,0,7,4,Run the Jewels,Run the Jewels,oh shit what the hell have we done,"[('hell', 'NN')]",NN,hell,1940,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,<span class='sent-1'>hell</span>
1,0,7,5,Run the Jewels,Run the Jewels,oh shit what the hell have we done,"[('have', 'VB')]",VB,have,1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>have</span>
1,0,7,6,Run the Jewels,Run the Jewels,oh shit what the hell have we done,"[('we', 'PRP')]",PRP,we,4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>we</span>
1,0,7,7,Run the Jewels,Run the Jewels,oh shit what the hell have we done,"[('done', 'VBN')]",VBN,done,1223,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>done</span>
1,0,8,0,Run the Jewels,Run the Jewels,its alive and its hungry as fuck,"[('its', 'PRP$')]",PRP$,its,2168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>its</span>
1,0,8,1,Run the Jewels,Run the Jewels,its alive and its hungry as fuck,"[('alive', 'JJ')]",JJ,alive,106,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,<span class='sent1'>alive</span>
1,0,8,2,Run the Jewels,Run the Jewels,its alive and its hungry as fuck,"[('and', 'CC')]",CC,and,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>and</span>
1,0,8,3,Run the Jewels,Run the Jewels,its alive and its hungry as fuck,"[('its', 'PRP$')]",PRP$,its,2168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>its</span>
1,0,8,4,Run the Jewels,Run the Jewels,its alive and its hungry as fuck,"[('hungry', 'NN')]",NN,hungry,2059,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,<span class='sent-1'>hungry</span>
1,0,8,5,Run the Jewels,Run the Jewels,its alive and its hungry as fuck,"[('as', 'IN')]",IN,as,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>as</span>
1,0,8,6,Run the Jewels,Run the Jewels,its alive and its hungry as fuck,"[('fuck', 'NN')]",NN,fuck,1665,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>fuck</span>
1,0,9,0,Run the Jewels,Run the Jewels,better hide all the snacks and the dough,"[('better', 'RBR')]",RBR,better,369,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>better</span>
1,0,9,1,Run the Jewels,Run the Jewels,better hide all the snacks and the dough,"[('hide', 'NN')]",NN,hide,1961,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>hide</span>
1,0,9,2,Run the Jewels,Run the Jewels,better hide all the snacks and the dough,"[('all', 'DT')]",DT,all,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>all</span>
1,0,9,3,Run the Jewels,Run the Jewels,better hide all the snacks and the dough,"[('the', 'DT')]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
1,0,9,4,Run the Jewels,Run the Jewels,better hide all the snacks and the dough,"[('snacks', 'NNS')]",NNS,snacks,3913,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>snacks</span>
1,0,9,5,Run the Jewels,Run the Jewels,better hide all the snacks and the dough,"[('and', 'CC')]",CC,and,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>and</span>
1,0,9,6,Run the Jewels,Run the Jewels,better hide all the snacks and the dough,"[('the', 'DT')]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
1,0,9,7,Run the Jewels,Run the Jewels,better hide all the snacks and the dough,"[('dough', 'NN')]",NN,dough,1245,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>dough</span>
1,0,10,0,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('but', 'CC')]",CC,but,596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>but</span>
1,0,10,1,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('it', 'PRP')]",PRP,it,2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>it</span>
1,0,10,2,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('is', 'VBZ')]",VBZ,is,2161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>is</span>
1,0,10,3,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('out', 'IN')]",IN,out,2950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>out</span>
1,0,10,4,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('of', 'IN')]",IN,of,2883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>of</span>
1,0,10,5,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('my', 'PRP$')]",PRP$,my,2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>my</span>
1,0,10,6,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('control', 'NN')]",NN,control,878,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>control</span>
1,0,10,7,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('you', 'PRP')]",PRP,you,4816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>you</span>
1,0,10,8,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('are', 'VBP')]",VBP,are,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>are</span>
1,0,10,9,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('shit', 'NN')]",NN,shit,3762,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,<span class='sent-1'>shit</span>
1,0,10,10,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('out', 'IN')]",IN,out,2950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>out</span>
1,0,10,11,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('of', 'IN')]",IN,of,2883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>of</span>
1,0,10,12,Run the Jewels,Run the Jewels,but it is out of my control you are shit out of luck,"[('luck', 'NN')]",NN,luck,2475,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,<span class='sent1'>luck</span>
1,0,11,0,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('i', 'NN')]",NN,i,2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>i</span>
1,0,11,1,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('dont', 'NN')]",NN,dont,1227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>dont</span>
1,0,11,2,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('wan', 'NN')]",NN,wan,4619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>wan</span>
1,0,11,3,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('na', 'NNS')]",NNS,na,2777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>na</span>
1,0,11,4,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('be', 'VB')]",VB,be,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>be</span>
1,0,11,5,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('unfair', 'NN')]",NN,unfair,4513,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,<span class='sent-1'>unfair</span>
1,0,11,6,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('but', 'CC')]",CC,but,596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>but</span>
1,0,11,7,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('the', 'DT')]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
1,0,11,8,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('pair', 'NN')]",NN,pair,2985,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>pair</span>
1,0,11,9,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('we', 'PRP')]",PRP,we,4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>we</span>
1,0,11,10,Run the Jewels,Run the Jewels,i dont wanna be unfair but the pair we got,"[('got', 'VBD')]",VBD,got,1787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>got</span>
1,0,12,0,Run the Jewels,Run the Jewels,beat that weak shit you got true god,"[('beat', 'NN')]",NN,beat,318,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>beat</span>
1,0,12,1,Run the Jewels,Run the Jewels,beat that weak shit you got true god,"[('that', 'IN')]",IN,that,4272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>that</span>
1,0,12,2,Run the Jewels,Run the Jewels,beat that weak shit you got true god,"[('weak', 'JJ')]",JJ,weak,4650,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>weak</span>
1,0,12,3,Run the Jewels,Run the Jewels,beat that weak shit you got true god,"[('shit', 'NN')]",NN,shit,3762,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,<span class='sent-1'>shit</span>
1,0,12,4,Run the Jewels,Run the Jewels,beat that weak shit you got true god,"[('you', 'PRP')]",PRP,you,4816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>you</span>
1,0,12,5,Run the Jewels,Run the Jewels,beat that weak shit you got true god,"[('got', 'VBD')]",VBD,got,1787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>got</span>
1,0,12,6,Run the Jewels,Run the Jewels,beat that weak shit you got true god,"[('true', 'JJ')]",JJ,true,4452,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,<span class='sent1'>true</span>
1,0,12,7,Run the Jewels,Run the Jewels,beat that weak shit you got true god,"[('god', 'NN')]",NN,god,1760,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,<span class='sent1'>god</span>
1,0,13,0,Run the Jewels,Run the Jewels,blew up the spot with that new bop,"[('blew', 'NN')]",NN,blew,410,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>blew</span>
1,0,13,1,Run the Jewels,Run the Jewels,blew up the spot with that new bop,"[('up', 'RB')]",RB,up,4528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>up</span>
1,0,13,2,Run the Jewels,Run the Jewels,blew up the spot with that new bop,"[('the', 'DT')]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
1,0,13,3,Run the Jewels,Run the Jewels,blew up the spot with that new bop,"[('spot', 'NN')]",NN,spot,4005,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>spot</span>
1,0,13,4,Run the Jewels,Run the Jewels,blew up the spot with that new bop,"[('with', 'IN')]",IN,with,4734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>with</span>
1,0,13,5,Run the Jewels,Run the Jewels,blew up the spot with that new bop,"[('that', 'IN')]",IN,that,4272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>that</span>
1,0,13,6,Run the Jewels,Run the Jewels,blew up the spot with that new bop,"[('new', 'JJ')]",JJ,new,2811,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>new</span>
1,0,13,7,Run the Jewels,Run the Jewels,blew up the spot with that new bop,"[('bop', 'NN')]",NN,bop,457,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>bop</span>
1,0,14,0,Run the Jewels,Run the Jewels,crew drops do up ya squad without nuance,"[('crew', 'NN')]",NN,crew,947,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>crew</span>
1,0,14,1,Run the Jewels,Run the Jewels,crew drops do up ya squad without nuance,"[('drops', 'NNS')]",NNS,drops,1286,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>drops</span>
1,0,14,2,Run the Jewels,Run the Jewels,crew drops do up ya squad without nuance,"[('do', 'VB')]",VB,do,1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>do</span>
1,0,14,3,Run the Jewels,Run the Jewels,crew drops do up ya squad without nuance,"[('up', 'RB')]",RB,up,4528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>up</span>
1,0,14,4,Run the Jewels,Run the Jewels,crew drops do up ya squad without nuance,"[('ya', 'NN')]",NN,ya,4793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ya</span>
1,0,14,5,Run the Jewels,Run the Jewels,crew drops do up ya squad without nuance,"[('squad', 'NN')]",NN,squad,4011,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>squad</span>
1,0,14,6,Run the Jewels,Run the Jewels,crew drops do up ya squad without nuance,"[('without', 'IN')]",IN,without,4736,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>without</span>
1,0,14,7,Run the Jewels,Run the Jewels,crew drops do up ya squad without nuance,"[('nuance', 'NN')]",NN,nuance,2853,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>nuance</span>
1,0,15,0,Run the Jewels,Run the Jewels,i dont wanna sound unkind but the sounds i make,"[('i', 'NN')]",NN,i,2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>i</span>
1,0,15,1,Run the Jewels,Run the Jewels,i dont wanna sound unkind but the sounds i make,"[('dont', 'NN')]",NN,dont,1227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>dont</span>
1,0,15,2,Run the Jewels,Run the Jewels,i dont wanna sound unkind but the sounds i make,"[('wan', 'NN')]",NN,wan,4619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>wan</span>
1,0,15,3,Run the Jewels,Run the Jewels,i dont wanna sound unkind but the sounds i make,"[('na', 'NNS')]",NNS,na,2777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>na</span>
1,0,15,4,Run the Jewels,Run the Jewels,i dont wanna sound unkind but the sounds i make,"[('sound', 'NN')]",NN,sound,3972,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>sound</span>
1,0,15,5,Run the Jewels,Run the Jewels,i dont wanna sound unkind but the sounds i make,"[('unkind', 'NN')]",NN,unkind,4522,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,<span class='sent-1'>unkind</span>
1,0,15,6,Run the Jewels,Run the Jewels,i dont wanna sound unkind but the sounds i make,"[('but', 'CC')]",CC,but,596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>but</span>
