Album_num,Track_num,Lyric_num,Token_num,Album,Title,Lyrics,POS_Tagged,POS,Token,term_id,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,polarity,html
2,0,2,2,Run the Jewels 2,Jeopardy,<span class='sent0'> you </span>,"[(you, PRP)]",PRP,you,4816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>you</span>
2,0,2,3,Run the Jewels 2,Jeopardy,<span class='sent0'> might </span>,"[(might, MD)]",MD,might,2624,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>might</span>
2,0,2,4,Run the Jewels 2,Jeopardy,<span class='sent0'> wan </span>,"[(wan, NN)]",NN,wan,4619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>wan</span>
2,0,2,5,Run the Jewels 2,Jeopardy,<span class='sent0'> na </span>,"[(na, NNS)]",NNS,na,2777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>na</span>
2,0,2,6,Run the Jewels 2,Jeopardy,<span class='sent0'> record </span>,"[(record, NN)]",NN,record,3422,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>record</span>
2,0,2,7,Run the Jewels 2,Jeopardy,<span class='sent0'> the </span>,"[(the, DT)]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
2,0,2,8,Run the Jewels 2,Jeopardy,<span class='sent0'> other </span>,"[(other, JJ)]",JJ,other,2943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>other</span>
2,0,2,9,Run the Jewels 2,Jeopardy,<span class='sent0'> way </span>,"[(way, NN)]",NN,way,4647,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>way</span>
2,0,3,0,Run the Jewels 2,Jeopardy,<span class='sent0'> you </span>,"[(you, PRP)]",PRP,you,4816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>you</span>
2,0,3,1,Run the Jewels 2,Jeopardy,<span class='sent0'> finna </span>,"[(finna, NN)]",NN,finna,1532,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>finna</span>
2,0,3,2,Run the Jewels 2,Jeopardy,<span class='sent0'> look </span>,"[(look, NN)]",NN,look,2441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>look</span>
2,0,3,3,Run the Jewels 2,Jeopardy,<span class='sent0'> at </span>,"[(at, IN)]",IN,at,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>at</span>
2,0,3,4,Run the Jewels 2,Jeopardy,<span class='sent0'> history </span>,"[(history, NN)]",NN,history,1975,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>history</span>
2,0,3,5,Run the Jewels 2,Jeopardy,<span class='sent0'> being </span>,"[(being, VBG)]",VBG,being,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>being</span>
2,0,3,6,Run the Jewels 2,Jeopardy,<span class='sent0'> made </span>,"[(made, VBN)]",VBN,made,2494,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>made</span>
2,0,3,7,Run the Jewels 2,Jeopardy,<span class='sent0'> in </span>,"[(in, IN)]",IN,in,2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>in</span>
2,0,3,8,Run the Jewels 2,Jeopardy,<span class='sent0'> this </span>,"[(this, DT)]",DT,this,4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>this</span>
2,0,3,9,Run the Jewels 2,Jeopardy,<span class='sent0'> mu*******a </span>,"[(mu*******a, NN)]",NN,mu*******a,2767,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>muthafucka</span>
2,0,4,0,Run the Jewels 2,Jeopardy,<span class='sent0'> put </span>,"[(put, NN)]",NN,put,3330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>put</span>
2,0,4,1,Run the Jewels 2,Jeopardy,<span class='sent0'> a </span>,"[(a, DT)]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
2,0,4,2,Run the Jewels 2,Jeopardy,<span class='sent0'> mirror </span>,"[(mirror, NN)]",NN,mirror,2649,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>mirror</span>
2,0,4,3,Run the Jewels 2,Jeopardy,<span class='sent0'> on </span>,"[(on, IN)]",IN,on,2897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>on</span>
2,0,4,4,Run the Jewels 2,Jeopardy,<span class='sent0'> the </span>,"[(the, DT)]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
2,0,4,5,Run the Jewels 2,Jeopardy,<span class='sent0'> go****n </span>,"[(go****n, NN)]",NN,go****n,1762,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>goddamn</span>
2,0,4,6,Run the Jewels 2,Jeopardy,<span class='sent0'> screen </span>,"[(screen, NN)]",NN,screen,3669,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>screen</span>
2,0,5,0,Run the Jewels 2,Jeopardy,<span class='sent0'> lets </span>,"[(lets, NNS)]",NNS,lets,2367,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>lets</span>
2,0,5,1,Run the Jewels 2,Jeopardy,<span class='sent0'> go </span>,"[(go, VB)]",VB,go,1757,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>go</span>
2,0,5,2,Run the Jewels 2,Jeopardy,<span class='sent0'> elp </span>,"[(elp, NN)]",NN,elp,1357,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>elp</span>
2,0,6,0,Run the Jewels 2,Jeopardy,<span class='sent0'> huh </span>,"[(huh, NN)]",NN,huh,2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>huh</span>
2,0,6,1,Run the Jewels 2,Jeopardy,<span class='sent0'> champ </span>,"[(champ, NN)]",NN,champ,699,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>champ</span>
2,0,6,2,Run the Jewels 2,Jeopardy,<span class='sent0'> so </span>,"[(so, RB)]",RB,so,3930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>so</span>
2,0,6,3,Run the Jewels 2,Jeopardy,<span class='sent0'> what </span>,"[(what, WP)]",WP,what,4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>what</span>
2,0,6,4,Run the Jewels 2,Jeopardy,<span class='sent0'> we </span>,"[(we, PRP)]",PRP,we,4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>we</span>
2,0,6,5,Run the Jewels 2,Jeopardy,<span class='sent0'> gon </span>,"[(gon, NN)]",NN,gon,1776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>gon</span>
2,0,6,6,Run the Jewels 2,Jeopardy,<span class='sent0'> na </span>,"[(na, NNS)]",NNS,na,2777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>na</span>
2,0,6,7,Run the Jewels 2,Jeopardy,<span class='sent0'> do </span>,"[(do, VB)]",VB,do,1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>do</span>
2,0,6,8,Run the Jewels 2,Jeopardy,<span class='sent0'> mick </span>,"[(mick, NN)]",NN,mick,2621,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>mick</span>
2,0,7,0,Run the Jewels 2,Jeopardy,<span class='sent0'> im </span>,"[(im, NN)]",NN,im,2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>im</span>
2,0,7,1,Run the Jewels 2,Jeopardy,<span class='sent0'> up </span>,"[(up, RB)]",RB,up,4528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>up</span>
2,0,7,2,Run the Jewels 2,Jeopardy,<span class='sent0'> at </span>,"[(at, IN)]",IN,at,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>at</span>
2,0,7,3,Run the Jewels 2,Jeopardy,<span class='sent0'> midnight </span>,"[(midnight, NN)]",NN,midnight,2623,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>midnight</span>
2,0,7,4,Run the Jewels 2,Jeopardy,<span class='sent0'> im </span>,"[(im, NN)]",NN,im,2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>im</span>
2,0,7,5,Run the Jewels 2,Jeopardy,<span class='sent0'> dippin </span>,"[(dippin, NN)]",NN,dippin,1161,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>dippin</span>
2,0,7,6,Run the Jewels 2,Jeopardy,<span class='sent0'> off </span>,"[(off, IN)]",IN,off,2884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>off</span>
2,0,7,7,Run the Jewels 2,Jeopardy,<span class='sent0'> in </span>,"[(in, IN)]",IN,in,2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>in</span>
2,0,7,8,Run the Jewels 2,Jeopardy,<span class='sent0'> my </span>,"[(my, PRP$)]",PRP$,my,2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>my</span>
2,0,7,9,Run the Jewels 2,Jeopardy,<span class='sent0'> nizzikes </span>,"[(nizzikes, NNS)]",NNS,nizzikes,2829,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>nizzikes</span>
2,0,8,0,Run the Jewels 2,Jeopardy,<span class='sent0'> a </span>,"[(a, DT)]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
2,0,8,1,Run the Jewels 2,Jeopardy,<span class='sent-1'> gun </span>,"[(gun, NN)]",NN,gun,1847,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,<span class='sent-1'>gun</span>
2,0,8,2,Run the Jewels 2,Jeopardy,<span class='sent0'> and </span>,"[(and, CC)]",CC,and,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>and</span>
2,0,8,3,Run the Jewels 2,Jeopardy,<span class='sent0'> a </span>,"[(a, DT)]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
2,0,8,4,Run the Jewels 2,Jeopardy,<span class='sent0'> metal </span>,"[(metal, NN)]",NN,metal,2616,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>metal</span>
2,0,8,5,Run the Jewels 2,Jeopardy,<span class='sent0'> pizzipe </span>,"[(pizzipe, NN)]",NN,pizzipe,3122,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>pizzipe</span>
2,0,8,6,Run the Jewels 2,Jeopardy,<span class='sent0'> a </span>,"[(a, DT)]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
2,0,8,7,Run the Jewels 2,Jeopardy,<span class='sent0'> knizzife </span>,"[(knizzife, NN)]",NN,knizzife,2281,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>knizzife</span>
2,0,8,8,Run the Jewels 2,Jeopardy,<span class='sent0'> is </span>,"[(is, VBZ)]",VBZ,is,2161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>is</span>
2,0,8,9,Run the Jewels 2,Jeopardy,<span class='sent0'> to </span>,"[(to, TO)]",TO,to,4360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>to</span>
2,0,8,10,Run the Jewels 2,Jeopardy,<span class='sent0'> my </span>,"[(my, PRP$)]",PRP$,my,2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>my</span>
2,0,8,11,Run the Jewels 2,Jeopardy,<span class='sent0'> rizzight </span>,"[(rizzight, NN)]",NN,rizzight,3529,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>rizzight</span>
2,0,9,0,Run the Jewels 2,Jeopardy,<span class='sent0'> im </span>,"[(im, NN)]",NN,im,2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>im</span>
2,0,9,1,Run the Jewels 2,Jeopardy,<span class='sent0'> lurkin </span>,"[(lurkin, NN)]",NN,lurkin,2482,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>lurkin</span>
2,0,9,2,Run the Jewels 2,Jeopardy,<span class='sent0'> servin </span>,"[(servin, NN)]",NN,servin,3726,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>servin</span>
2,0,9,3,Run the Jewels 2,Jeopardy,<span class='sent0'> on </span>,"[(on, IN)]",IN,on,2897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>on</span>
2,0,9,4,Run the Jewels 2,Jeopardy,<span class='sent0'> pu****s </span>,"[(pu****s, NNS)]",NNS,pu****s,3328,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>pussies</span>
2,0,9,5,Run the Jewels 2,Jeopardy,<span class='sent0'> who </span>,"[(who, WP)]",WP,who,4694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>who</span>
2,0,9,6,Run the Jewels 2,Jeopardy,<span class='sent0'> lack </span>,"[(lack, NN)]",NN,lack,2297,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>lack</span>
2,0,9,7,Run the Jewels 2,Jeopardy,<span class='sent0'> a </span>,"[(a, DT)]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
2,0,9,8,Run the Jewels 2,Jeopardy,<span class='sent0'> purpose </span>,"[(purpose, NN)]",NN,purpose,3320,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>purpose</span>
2,0,10,0,Run the Jewels 2,Jeopardy,<span class='sent0'> ive </span>,"[(ive, JJ)]",JJ,ive,2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ive</span>
2,0,10,1,Run the Jewels 2,Jeopardy,<span class='sent0'> got </span>,"[(got, VBD)]",VBD,got,1787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>got</span>
2,0,10,2,Run the Jewels 2,Jeopardy,<span class='sent0'> em </span>,"[(em, NN)]",NN,em,1362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>em</span>
2,0,10,3,Run the Jewels 2,Jeopardy,<span class='sent0'> filled </span>,"[(filled, VBN)]",VBN,filled,1518,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>filled</span>
2,0,10,4,Run the Jewels 2,Jeopardy,<span class='sent0'> up </span>,"[(up, RB)]",RB,up,4528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>up</span>
2,0,10,5,Run the Jewels 2,Jeopardy,<span class='sent0'> with </span>,"[(with, IN)]",IN,with,4734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>with</span>
2,0,10,6,Run the Jewels 2,Jeopardy,<span class='sent0'> frizzight </span>,"[(frizzight, NN)]",NN,frizzight,1653,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>frizzight</span>
2,0,10,7,Run the Jewels 2,Jeopardy,<span class='sent0'> like </span>,"[(like, IN)]",IN,like,2392,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>like</span>
2,0,10,8,Run the Jewels 2,Jeopardy,<span class='sent0'> mizzike </span>,"[(mizzike, NN)]",NN,mizzike,2667,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>mizzike</span>
2,0,10,9,Run the Jewels 2,Jeopardy,<span class='sent0'> is </span>,"[(is, VBZ)]",VBZ,is,2161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>is</span>
2,0,10,10,Run the Jewels 2,Jeopardy,<span class='sent0'> you </span>,"[(you, PRP)]",PRP,you,4816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>you</span>
2,0,10,11,Run the Jewels 2,Jeopardy,<span class='sent0'> all </span>,"[(all, DT)]",DT,all,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>all</span>
2,0,10,12,Run the Jewels 2,Jeopardy,<span class='sent0'> rizzight </span>,"[(rizzight, NN)]",NN,rizzight,3529,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>rizzight</span>
2,0,11,0,Run the Jewels 2,Jeopardy,<span class='sent0'> im </span>,"[(im, NN)]",NN,im,2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>im</span>
2,0,11,1,Run the Jewels 2,Jeopardy,<span class='sent0'> lookin </span>,"[(lookin, NN)]",NN,lookin,2443,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>lookin</span>
2,0,11,2,Run the Jewels 2,Jeopardy,<span class='sent0'> lurkin </span>,"[(lurkin, NN)]",NN,lurkin,2482,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>lurkin</span>
2,0,11,3,Run the Jewels 2,Jeopardy,<span class='sent0'> on </span>,"[(on, IN)]",IN,on,2897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>on</span>
2,0,11,4,Run the Jewels 2,Jeopardy,<span class='sent0'> bi****s </span>,"[(bi****s, NNS)]",NNS,bi****s,390,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>bitches</span>
2,0,11,5,Run the Jewels 2,Jeopardy,<span class='sent0'> twerkin </span>,"[(twerkin, NN)]",NN,twerkin,4480,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>twerkin</span>
2,0,11,6,Run the Jewels 2,Jeopardy,<span class='sent0'> for </span>,"[(for, IN)]",IN,for,1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>for</span>
2,0,11,7,Run the Jewels 2,Jeopardy,<span class='sent0'> service </span>,"[(service, NN)]",NN,service,3723,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>service</span>
2,0,12,0,Run the Jewels 2,Jeopardy,<span class='sent0'> the </span>,"[(the, DT)]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
2,0,12,1,Run the Jewels 2,Jeopardy,<span class='sent0'> bi****s </span>,"[(bi****s, NNS)]",NNS,bi****s,390,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>bitches</span>
2,0,12,2,Run the Jewels 2,Jeopardy,<span class='sent0'> bag </span>,"[(bag, NN)]",NN,bag,269,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>bag</span>
2,0,12,3,Run the Jewels 2,Jeopardy,<span class='sent0'> is </span>,"[(is, VBZ)]",VBZ,is,2161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>is</span>
2,0,12,4,Run the Jewels 2,Jeopardy,<span class='sent0'> a </span>,"[(a, DT)]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
2,0,12,5,Run the Jewels 2,Jeopardy,<span class='sent0'> birkin </span>,"[(birkin, NN)]",NN,birkin,387,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>birkin</span>
2,0,12,6,Run the Jewels 2,Jeopardy,<span class='sent0'> im </span>,"[(im, NN)]",NN,im,2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>im</span>
2,0,12,7,Run the Jewels 2,Jeopardy,<span class='sent0'> yellin </span>,"[(yellin, NN)]",NN,yellin,4806,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>yellin</span>
2,0,12,8,Run the Jewels 2,Jeopardy,<span class='sent0'> screamin </span>,"[(screamin, NN)]",NN,screamin,3666,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>screamin</span>
2,0,12,9,Run the Jewels 2,Jeopardy,<span class='sent0'> and </span>,"[(and, CC)]",CC,and,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>and</span>
2,0,12,10,Run the Jewels 2,Jeopardy,<span class='sent0'> cursin </span>,"[(cursin, NN)]",NN,cursin,1000,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>cursin</span>
2,0,13,0,Run the Jewels 2,Jeopardy,<span class='sent0'> im </span>,"[(im, NN)]",NN,im,2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>im</span>
2,0,13,1,Run the Jewels 2,Jeopardy,<span class='sent0'> putting </span>,"[(putting, VBG)]",VBG,putting,3334,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>putting</span>
2,0,13,2,Run the Jewels 2,Jeopardy,<span class='sent0'> pistols </span>,"[(pistols, NNS)]",NNS,pistols,3115,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>pistols</span>
2,0,13,3,Run the Jewels 2,Jeopardy,<span class='sent0'> in </span>,"[(in, IN)]",IN,in,2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>in</span>
2,0,13,4,Run the Jewels 2,Jeopardy,<span class='sent0'> faces </span>,"[(faces, VBZ)]",VBZ,faces,1443,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>faces</span>
2,0,13,5,Run the Jewels 2,Jeopardy,<span class='sent0'> at </span>,"[(at, IN)]",IN,at,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>at</span>
2,0,13,6,Run the Jewels 2,Jeopardy,<span class='sent0'> random </span>,"[(random, NN)]",NN,random,3375,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>random</span>
2,0,13,7,Run the Jewels 2,Jeopardy,<span class='sent0'> places </span>,"[(places, NNS)]",NNS,places,3125,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>places</span>
